sense0.psc.edu
Welcome... I see you're running freebsd on sense0.psc.edu

WARNING: using cached data (if available)
	run with '-u' option to force live data collection

------- Summary  --------
Drive Count: 263 | Backplanes: 22 | Switches : 2

---------- sdiska0-front ---------------
type=disk,subtype=SATA,serial=MJ1323YNG136NC,model=Hitachi HDS5C303,capacity=,sd0=da56,sg0=pass76,scsi_id0=7:70:0,wwn0=0x500304800109dd5f,hop0=scbus7,backplane0=sdiska2-front,slot0=19,phy0=31
type=disk,subtype=SATA,serial=MJ1323YNG18VAC,model=Hitachi HDS5C303,capacity=,sd0=da54,sg0=pass74,scsi_id0=7:71:0,wwn0=0x500304800109dd60,hop0=scbus7,backplane0=sdiska2-front,slot0=20,phy0=32
type=disk,subtype=SATA,serial=MJ1323YNG1833C,model=Hitachi HDS5C303,capacity=,sd0=da46,sg0=pass66,scsi_id0=7:72:0,wwn0=0x500304800109dd61,hop0=scbus7,backplane0=sdiska2-front,slot0=21,phy0=33
type=disk,subtype=SATA,serial=MJ1323YNG166NC,model=Hitachi HDS5C303,capacity=,sd0=da53,sg0=pass73,scsi_id0=7:73:0,wwn0=0x500304800109dd62,hop0=scbus7,backplane0=sdiska2-front,slot0=22,phy0=34
type=disk,subtype=SATA,serial=MJ1323YNG1EPSC,model=Hitachi HDS5C303,capacity=,sd0=da28,sg0=pass48,scsi_id0=7:74:0,wwn0=0x500304800109dd63,hop0=scbus7,backplane0=sdiska2-front,slot0=23,phy0=35

---------- sdiska3-front ---------------
type=expander,subtype=24-bay backplane,wwn=0x500304800109df7f,handle=ses16,model=SAS2X36,wwnbase=0x500304800109df40,diskbase=0x500304800109df4cphybase=12
type=disk,subtype=SATA,serial=MJ1323YNG1JESC,model=Hitachi HDS5C303,capacity=,sd0=da31,sg0=pass51,scsi_id0=7:76:0,wwn0=0x500304800109df4c,hop0=scbus7,backplane0=sdiska3-front,slot0=0,phy0=12
type=disk,subtype=SATA,serial=MJ1323YNG1025C,model=Hitachi HDS5C303,capacity=,sd0=da33,sg0=pass53,scsi_id0=7:77:0,wwn0=0x500304800109df4d,hop0=scbus7,backplane0=sdiska3-front,slot0=1,phy0=13
type=disk,subtype=SATA,serial=MJ1323YNG1GLNC,model=Hitachi HDS5C303,capacity=,sd0=da51,sg0=pass71,scsi_id0=7:78:0,wwn0=0x500304800109df4e,hop0=scbus7,backplane0=sdiska3-front,slot0=2,phy0=14
type=disk,subtype=SATA,serial=MJ1323YNG16BHC,model=Hitachi HDS5C303,capacity=,sd0=da121,sg0=pass141,scsi_id0=7:79:0,wwn0=0x500304800109df4f,hop0=scbus7,backplane0=sdiska3-front,slot0=3,phy0=15
type=disk,subtype=SATA,serial=MJ1323YNG1SV3C,model=Hitachi HDS5C303,capacity=,sd0=da42,sg0=pass62,scsi_id0=7:80:0,wwn0=0x500304800109df50,hop0=scbus7,backplane0=sdiska3-front,slot0=4,phy0=16
type=disk,subtype=SATA,serial=MJ1323YNG116WC,model=Hitachi HDS5C303,capacity=,sd0=da8,sg0=pass28,scsi_id0=7:81:0,wwn0=0x500304800109df51,hop0=scbus7,backplane0=sdiska3-front,slot0=5,phy0=17
type=disk,subtype=SATA,serial=MJ1323YNG1LBSC,model=Hitachi HDS5C303,capacity=,sd0=da5,sg0=pass25,scsi_id0=7:82:0,wwn0=0x500304800109df52,hop0=scbus7,backplane0=sdiska3-front,slot0=6,phy0=18
type=disk,subtype=SATA,serial=MJ1323YNG16R0C,model=Hitachi HDS5C303,capacity=,sd0=da25,sg0=pass45,scsi_id0=7:83:0,wwn0=0x500304800109df53,hop0=scbus7,backplane0=sdiska3-front,slot0=7,phy0=19
type=disk,subtype=SATA,serial=MJ1323YNG1BPZC,model=Hitachi HDS5C303,capacity=,sd0=da23,sg0=pass43,scsi_id0=7:84:0,wwn0=0x500304800109df54,hop0=scbus7,backplane0=sdiska3-front,slot0=8,phy0=20
type=disk,subtype=SATA,serial=MJ1323YNG1S7YC,model=Hitachi HDS5C303,capacity=,sd0=da15,sg0=pass35,scsi_id0=7:85:0,wwn0=0x500304800109df55,hop0=scbus7,backplane0=sdiska3-front,slot0=9,phy0=21
type=disk,subtype=SATA,serial=MJ1323YNG11D9C,model=Hitachi HDS5C303,capacity=,sd0=da50,sg0=pass70,scsi_id0=7:86:0,wwn0=0x500304800109df56,hop0=scbus7,backplane0=sdiska3-front,slot0=10,phy0=22
type=disk,subtype=SATA,serial=MJ1323YNG1H0MC,model=Hitachi HDS5C303,capacity=,sd0=da16,sg0=pass36,scsi_id0=7:87:0,wwn0=0x500304800109df57,hop0=scbus7,backplane0=sdiska3-front,slot0=11,phy0=23
type=disk,subtype=SATA,serial=MJ1323YNG1TDJC,model=Hitachi HDS5C303,capacity=,sd0=da24,sg0=pass44,scsi_id0=7:88:0,wwn0=0x500304800109df58,hop0=scbus7,backplane0=sdiska3-front,slot0=12,phy0=24
type=disk,subtype=SATA,serial=MJ1323YNG10N0C,model=Hitachi HDS5C303,capacity=,sd0=da27,sg0=pass47,scsi_id0=7:89:0,wwn0=0x500304800109df59,hop0=scbus7,backplane0=sdiska3-front,slot0=13,phy0=25
type=disk,subtype=SATA,serial=MJ1323YNG10EEC,model=Hitachi HDS5C303,capacity=,sd0=da29,sg0=pass49,scsi_id0=7:90:0,wwn0=0x500304800109df5a,hop0=scbus7,backplane0=sdiska3-front,slot0=14,phy0=26
type=disk,subtype=SATA,serial=MJ1323YNG1H48C,model=Hitachi HDS5C303,capacity=,sd0=da69,sg0=pass89,scsi_id0=7:91:0,wwn0=0x500304800109df5b,hop0=scbus7,backplane0=sdiska3-front,slot0=15,phy0=27
type=disk,subtype=SATA,serial=MJ1323YNG1TSBC,model=Hitachi HDS5C303,capacity=,sd0=da72,sg0=pass92,scsi_id0=7:92:0,wwn0=0x500304800109df5c,hop0=scbus7,backplane0=sdiska3-front,slot0=16,phy0=28
type=disk,subtype=SATA,serial=MJ1323YNG1HA2C,model=Hitachi HDS5C303,capacity=,sd0=da71,sg0=pass91,scsi_id0=7:93:0,wwn0=0x500304800109df5d,hop0=scbus7,backplane0=sdiska3-front,slot0=17,phy0=29
type=disk,subtype=SATA,serial=MJ1323YNG1TTTC,model=Hitachi HDS5C303,capacity=,sd0=da63,sg0=pass83,scsi_id0=7:94:0,wwn0=0x500304800109df5e,hop0=scbus7,backplane0=sdiska3-front,slot0=18,phy0=30
type=disk,subtype=SATA,serial=MJ1323YNG1J1SC,model=Hitachi HDS5C303,capacity=,sd0=da17,sg0=pass37,scsi_id0=7:95:0,wwn0=0x500304800109df5f,hop0=scbus7,backplane0=sdiska3-front,slot0=19,phy0=31
type=disk,subtype=SATA,serial=MJ1323YNG1TALC,model=Hitachi HDS5C303,capacity=,sd0=da62,sg0=pass82,scsi_id0=7:96:0,wwn0=0x500304800109df60,hop0=scbus7,backplane0=sdiska3-front,slot0=20,phy0=32
type=disk,subtype=SATA,serial=MJ1323YNG127WC,model=Hitachi HDS5C303,capacity=,sd0=da61,sg0=pass81,scsi_id0=7:97:0,wwn0=0x500304800109df61,hop0=scbus7,backplane0=sdiska3-front,slot0=21,phy0=33
type=disk,subtype=SATA,serial=MJ1323YNG1PNSC,model=Hitachi HDS5C303,capacity=,sd0=da68,sg0=pass88,scsi_id0=7:98:0,wwn0=0x500304800109df62,hop0=scbus7,backplane0=sdiska3-front,slot0=22,phy0=34
type=disk,subtype=SATA,serial=MJ1323YNG1LR1C,model=Hitachi HDS5C303,capacity=,sd0=da130,sg0=pass150,scsi_id0=7:99:0,wwn0=0x500304800109df63,hop0=scbus7,backplane0=sdiska3-front,slot0=23,phy0=35

---------- sdiska4-front ---------------
type=expander,subtype=24-bay backplane,wwn=0x5003048000f9407f,handle=ses15,model=SAS2X36,wwnbase=0x5003048000f94040,diskbase=0x5003048000f9404cphybase=12
type=disk,subtype=SATA,serial=MJ1323YNG1NA7C,model=Hitachi HDS5C303,capacity=,sd0=da82,sg0=pass102,scsi_id0=7:101:0,wwn0=0x5003048000f9404c,hop0=scbus7,backplane0=sdiska4-front,slot0=0,phy0=12
type=disk,subtype=SATA,serial=MJ1323YNG1EBKC,model=Hitachi HDS5C303,capacity=,sd0=da64,sg0=pass84,scsi_id0=7:102:0,wwn0=0x5003048000f9404d,hop0=scbus7,backplane0=sdiska4-front,slot0=1,phy0=13
type=disk,subtype=SATA,serial=MJ1323YNG186RC,model=Hitachi HDS5C303,capacity=,sd0=da83,sg0=pass103,scsi_id0=7:103:0,wwn0=0x5003048000f9404e,hop0=scbus7,backplane0=sdiska4-front,slot0=2,phy0=14
type=disk,subtype=SATA,serial=MJ1323YNG1891C,model=Hitachi HDS5C303,capacity=,sd0=da67,sg0=pass87,scsi_id0=7:104:0,wwn0=0x5003048000f9404f,hop0=scbus7,backplane0=sdiska4-front,slot0=3,phy0=15
type=disk,subtype=SATA,serial=MJ1323YNG10LBC,model=Hitachi HDS5C303,capacity=,sd0=da66,sg0=pass86,scsi_id0=7:105:0,wwn0=0x5003048000f94050,hop0=scbus7,backplane0=sdiska4-front,slot0=4,phy0=16
type=disk,subtype=SATA,serial=MJ1323YNG19LRC,model=Hitachi HDS5C303,capacity=,sd0=da75,sg0=pass95,scsi_id0=7:106:0,wwn0=0x5003048000f94051,hop0=scbus7,backplane0=sdiska4-front,slot0=5,phy0=17
type=disk,subtype=SATA,serial=MJ1323YNG194AC,model=Hitachi HDS5C303,capacity=,sd0=da74,sg0=pass94,scsi_id0=7:107:0,wwn0=0x5003048000f94052,hop0=scbus7,backplane0=sdiska4-front,slot0=6,phy0=18
